id,starting_time,model_van,num_packages,delivery_time
1178,2016/01/20 11:54:00,model_B,1,1656
1179,2016/04/28 14:53:00,model_B,1,470
1180,2016/05/19 22:52:00,model_B,2,806
1181,2016/02/19 12:54:00,model_A,1,731
1182,2016/04/20 10:54:00,model_A,5,1476
1183,2016/03/29 22:55:00,model_B,4,2102
1184,2016/05/13 21:56:00,model_A,1,1077
1185,2016/04/18 21:55:00,model_A,1,190
1186,2016/01/28 13:55:00,model_B,2,2205
1187,2016/01/25 23:54:00,model_B,2,163
1188,2016/02/15 13:52:00,model_B,1,861
1189,2016/05/06 19:56:00,model_A,6,2462
1190,2016/06/08 21:56:00,model_B,1,829
1191,2016/04/27 08:53:00,model_B,1,1821
1192,2016/06/12 18:53:00,model_A,1,654
1193,2016/01/21 19:53:00,model_B,1,897
1194,2016/03/20 21:04:00,model_A,2,1526
1195,2016/01/31 03:55:00,model_A,1,634
1196,2016/05/05 17:55:00,model_B,1,748
1197,2016/05/06 03:53:00,model_B,1,1448
1198,2016/04/03 10:51:00,model_A,1,804
1199,2016/03/08 15:56:00,model_A,2,334
1200,2016/01/27 14:53:00,model_A,1,2639
1201,2016/03/20 01:54:00,model_A,5,569
1202,2016/01/17 02:54:00,model_B,1,1211
1203,2016/02/25 03:54:00,model_A,2,1553
1204,2016/05/06 18:51:00,model_A,1,374
1205,2016/04/01 12:51:00,model_A,1,989
1206,2016/03/06 09:27:00,model_A,5,289
1207,2016/02/19 01:56:00,model_B,1,775
1208,2016/02/08 19:51:00,model_B,1,505
1209,2016/05/03 19:51:00,model_A,1,128
1210,2016/05/20 09:52:00,model_A,2,982
1211,2016/03/21 12:54:00,model_A,3,581
1212,2016/02/13 23:54:00,model_B,1,1453
1213,2016/03/24 13:55:00,model_B,2,769
1214,2016/01/30 09:55:00,model_A,2,262
1215,2016/06/13 06:54:00,model_A,1,306
1216,2016/04/21 09:55:00,model_B,3,1841
1217,2016/04/21 18:55:00,model_A,2,584
1218,2016/02/23 21:54:00,model_B,1,448
1219,2016/03/22 07:54:00,model_B,1,481
1220,2016/02/23 22:07:00,model_A,2,801
1221,2016/02/11 23:51:00,model_A,1,120
1222,2016/03/18 17:53:00,model_B,1,455
1223,2016/05/06 11:17:00,model_A,3,1269
1224,2016/05/18 14:58:00,model_B,1,673
1225,2016/02/24 06:48:00,model_B,1,1760
1226,2016/03/12 18:53:00,model_A,2,2023
1227,2016/04/15 02:54:00,model_A,5,669
1228,2016/02/16 15:07:00,model_A,5,397
1229,2016/06/14 09:52:00,model_A,5,1280
1230,2016/06/01 06:56:00,model_B,1,1349
1231,2016/02/20 17:52:00,model_B,1,902
1232,2016/06/02 06:54:00,model_A,6,463
1233,2016/02/07 12:17:00,model_B,1,218
1234,2016/03/15 15:53:00,model_B,2,241
1235,2016/04/28 23:53:00,model_A,4,171
1236,2016/02/03 21:52:00,model_A,3,680
1237,2016/06/10 11:51:00,model_A,1,750
1238,2016/02/28 22:53:00,model_A,5,665
1239,2016/03/12 12:51:00,model_A,1,347
1240,2016/05/04 10:56:00,model_A,5,303
1241,2016/03/11 17:54:00,model_A,1,343
1242,2016/04/04 21:52:00,model_B,1,199
1243,2016/04/03 15:53:00,model_A,1,329
1244,2016/03/28 10:31:00,model_A,1,554
1245,2016/03/02 22:54:00,model_A,2,1672
1246,2016/03/10 09:40:00,model_B,1,819
1247,2016/04/24 00:51:00,model_B,4,1045
1248,2016/04/12 08:54:00,model_A,1,590
1249,2016/06/05 13:21:00,model_B,1,726
1250,2016/05/18 19:52:00,model_A,2,1029
1251,2016/04/11 17:52:00,model_B,3,1541
1252,2016/03/18 10:53:00,model_B,1,935
1253,2016/02/10 10:55:00,model_B,1,1561
1254,2016/03/04 15:53:00,model_B,2,60
1255,2016/02/26 20:55:00,model_B,1,545
1256,2016/06/08 09:55:00,model_A,5,686
1257,2016/05/26 21:55:00,model_A,1,687
1258,2016/02/12 07:52:00,model_A,1,481
1259,2016/03/24 15:01:00,model_A,1,237
1260,2016/02/05 19:52:00,model_A,1,1134
1261,2016/04/19 20:54:00,model_A,5,263
1262,2016/03/18 12:52:00,model_B,2,992
1263,2016/03/23 19:53:00,model_A,1,245
1264,2016/03/18 10:56:00,model_A,6,697
1265,2016/05/12 15:53:00,model_B,1,1576
1266,2016/01/19 11:51:00,model_B,1,501
1267,2016/06/04 15:55:00,model_A,1,390
1268,2016/03/05 19:39:00,model_B,1,402
1269,2016/03/30 19:53:00,model_A,1,1035
1270,2016/04/14 20:54:00,model_A,1,393
1271,2016/06/07 17:55:00,model_B,1,306
1272,2016/01/27 23:56:00,model_B,1,704
1273,2016/03/03 10:55:00,model_A,4,193
1274,2016/02/18 14:51:00,model_B,1,284
1275,2016/05/17 22:57:00,model_B,1,1954
1276,2016/02/10 18:18:00,model_A,3,545
1277,2016/02/15 19:54:00,model_A,1,645
1278,2016/04/30 20:55:00,model_B,1,198
1279,2016/06/03 23:53:00,model_A,5,158
1280,2016/03/15 10:53:00,model_B,1,1066
1281,2016/06/14 20:54:00,model_B,1,380
1282,2016/01/16 12:55:00,model_B,1,956
1283,2016/04/20 22:53:00,model_A,1,560
1284,2016/05/22 17:52:00,model_A,1,254
1285,2016/05/14 14:59:00,model_B,1,966
1286,2016/02/02 18:55:00,model_B,1,813
1287,2016/06/05 11:46:00,model_B,1,617
1288,2016/02/24 17:44:00,model_A,3,435
1289,2016/04/26 22:53:00,model_B,1,503
1290,2016/02/15 20:19:00,model_A,1,155
1291,2016/02/07 13:20:00,model_A,1,931
1292,2016/05/01 10:53:00,model_A,1,1383
1293,2016/02/15 14:37:00,model_B,1,944
1294,2016/04/16 02:52:00,model_A,1,320
1295,2016/04/02 23:52:00,model_A,1,2006
1296,2016/06/14 18:53:00,model_B,3,1215
1297,2016/03/03 20:51:00,model_B,1,150
1298,2016/05/12 06:51:00,model_A,3,460
1299,2016/02/03 10:52:00,model_B,3,479
1300,2016/02/09 22:53:00,model_B,1,241
1301,2016/06/04 18:55:00,model_A,1,1723
1302,2016/03/07 17:53:00,model_A,4,946
1303,2016/05/16 06:56:00,model_A,5,1132
1304,2016/04/04 01:53:00,model_A,3,319
1305,2016/02/12 07:54:00,model_A,1,185
1306,2016/02/06 22:54:00,model_B,1,1212
1307,2016/05/04 23:54:00,model_A,2,161
1308,2016/04/21 09:56:00,model_B,1,1045
1309,2016/05/21 21:55:00,model_B,2,1144
1310,2016/05/28 02:55:00,model_A,1,482
1311,2016/06/03 21:56:00,model_B,1,301
1312,2016/02/17 18:52:00,model_A,5,492
1313,2016/04/27 20:55:00,model_A,1,1276
1314,2016/01/19 11:55:00,model_A,1,327
1315,2016/02/07 00:38:00,model_B,4,638
1316,2016/01/17 19:52:00,model_A,1,2427
1317,2016/02/24 17:11:00,model_A,2,2101
1318,2016/03/19 12:52:00,model_A,1,540
1319,2016/05/10 14:53:00,model_A,1,437
1320,2016/05/06 08:50:00,model_B,1,328
1321,2016/06/04 12:56:00,model_B,1,1053
1322,2016/03/02 22:54:00,model_A,4,561
1323,2016/03/22 13:54:00,model_A,1,1136
1324,2016/06/14 14:55:00,model_A,2,1017
1325,2016/02/29 18:51:00,model_A,3,233
1326,2016/04/06 08:20:00,model_B,2,3112
1327,2016/04/07 12:52:00,model_A,2,1232
1328,2016/05/02 12:52:00,model_B,2,1024
1329,2016/05/15 17:55:00,model_A,1,715
1330,2016/04/30 21:54:00,model_A,1,335
1331,2016/02/22 08:51:00,model_A,2,440
1332,2016/04/22 12:56:00,model_B,1,643
1333,2016/01/28 15:55:00,model_B,2,1587
1334,2016/05/03 16:51:00,model_A,1,1004
1335,2016/04/26 21:22:00,model_A,1,1103
1336,2016/04/22 20:54:00,model_B,1,2042
1337,2016/02/23 23:56:00,model_A,1,479
1338,2016/01/26 07:52:00,model_B,1,1316
1339,2016/05/21 18:52:00,model_B,1,959
1340,2016/04/25 15:53:00,model_B,1,621
1341,2016/04/26 11:52:00,model_A,1,1175
1342,2016/05/31 09:53:00,model_A,1,1120
1343,2016/03/10 11:50:00,model_A,1,1186
1344,2016/06/03 18:52:00,model_B,2,1125
1345,2016/02/22 20:52:00,model_A,1,776
1346,2016/03/12 08:51:00,model_A,1,373
1347,2016/02/26 11:56:00,model_B,1,283
1348,2016/05/11 08:54:00,model_A,1,412
1349,2016/05/04 08:54:00,model_A,1,2001
1350,2016/04/07 13:53:00,model_B,1,1068
1351,2016/02/28 10:52:00,model_B,1,177
1352,2016/03/04 23:54:00,model_B,1,2596
1353,2016/06/11 11:53:00,model_B,1,231
1354,2016/05/13 14:57:00,model_B,1,466
1355,2016/03/02 14:52:00,model_B,1,543
1356,2016/06/13 15:54:00,model_A,1,784
1357,2016/05/24 08:52:00,model_A,1,214
1358,2016/02/24 15:11:00,model_A,6,852
1359,2016/04/08 15:51:00,model_B,1,1115
1360,2016/05/06 18:35:00,model_B,1,669
1361,2016/04/04 16:54:00,model_B,1,559
1362,2016/02/02 15:52:00,model_B,1,350
1363,2016/04/11 14:55:00,model_A,2,541
1364,2016/05/03 16:53:00,model_A,1,181
1365,2016/01/16 09:44:00,model_A,1,577
1366,2016/03/28 17:53:00,model_A,2,1164
1367,2016/01/30 18:53:00,model_A,3,273
1368,2016/02/23 21:52:00,model_A,3,562
1369,2016/05/20 16:53:00,model_B,2,310
1370,2016/03/29 15:54:00,model_B,1,391
1371,2016/03/02 14:38:00,model_B,1,84
1372,2016/02/05 13:53:00,model_A,1,706
1373,2016/01/15 19:56:00,model_B,1,976
1374,2016/02/01 15:55:00,model_A,1,246
1375,2016/04/22 21:54:00,model_A,1,628
1376,2016/04/30 07:51:00,model_B,1,126
1377,2016/05/04 21:55:00,model_A,1,832
1378,2016/05/24 18:53:00,model_A,1,469
1379,2016/06/02 11:52:00,model_A,1,2198
1380,2016/03/07 11:54:00,model_A,5,2879
1381,2016/02/02 18:56:00,model_B,1,399
1382,2016/02/27 23:54:00,model_A,1,1419
1383,2016/05/30 19:49:00,model_A,1,639
1384,2016/06/04 18:53:00,model_A,3,256
1385,2016/05/16 20:57:00,model_A,5,790
1386,2016/06/09 23:53:00,model_A,1,613
1387,2016/04/26 09:54:00,model_A,6,1056
1388,2016/04/06 22:53:00,model_B,2,496
1389,2016/05/15 12:57:00,model_A,1,285
1390,2016/05/08 21:52:00,model_A,1,158
1391,2016/05/14 18:55:00,model_A,1,954
1392,2016/06/14 14:55:00,model_B,1,345
1393,2016/02/24 15:01:00,model_A,5,548
1394,2016/01/31 09:51:00,model_A,1,717
1395,2016/02/27 09:56:00,model_B,1,473
1396,2016/01/19 13:54:00,model_A,1,769
1397,2016/02/29 14:51:00,model_A,1,546
1398,2016/04/16 03:54:00,model_A,1,2502
1399,2016/04/16 21:51:00,model_A,1,799
1400,2016/06/04 13:52:00,model_B,2,644
1401,2016/06/12 14:52:00,model_B,2,269
1402,2016/02/24 13:07:00,model_B,1,467
1403,2016/04/24 00:54:00,model_B,1,330
1404,2016/03/06 15:56:00,model_A,1,1357
1405,2016/03/14 14:52:00,model_A,5,830
1406,2016/05/04 23:54:00,model_B,1,105
1407,2016/02/26 09:53:00,model_B,1,548
1408,2016/05/01 03:51:00,model_B,1,1698
1409,2016/02/21 03:54:00,model_A,1,569
1410,2016/02/05 18:53:00,model_B,1,619
1411,2016/02/27 16:52:00,model_B,1,480
1412,2016/06/07 18:52:00,model_A,1,805
1413,2016/04/16 11:54:00,model_A,1,469
1414,2016/03/25 14:54:00,model_A,5,395
1415,2016/02/24 10:19:00,model_B,1,473
1416,2016/02/10 12:56:00,model_A,1,873
1417,2016/04/12 07:55:00,model_A,2,929
1418,2016/02/05 10:23:00,model_B,1,603
1419,2016/04/18 18:51:00,model_B,1,1282
1420,2016/03/05 03:53:00,model_B,1,1241
1421,2016/05/28 10:53:00,model_A,1,867
1422,2016/04/16 19:53:00,model_A,2,609
1423,2016/03/13 18:52:00,model_A,1,421
1424,2016/01/17 11:52:00,model_A,1,351
1425,2016/02/11 12:54:00,model_A,5,265
1426,2016/06/06 22:53:00,model_A,2,1625
1427,2016/02/10 20:50:00,model_B,1,325
1428,2016/03/19 12:53:00,model_A,1,818
1429,2016/05/22 11:52:00,model_A,2,1017
1430,2016/06/05 10:53:00,model_A,3,917
1431,2016/02/02 18:56:00,model_B,1,790
1432,2016/01/20 21:54:00,model_A,5,418
1433,2016/02/10 18:17:00,model_A,6,942
1434,2016/04/07 09:56:00,model_A,2,270
1435,2016/05/10 18:52:00,model_A,1,271
1436,2016/04/26 19:54:00,model_A,1,585
1437,2016/05/07 20:52:00,model_B,1,729
1438,2016/02/17 18:54:00,model_A,1,959
1439,2016/05/10 18:55:00,model_B,1,965
1440,2016/01/16 02:50:00,model_A,1,890
1441,2016/02/19 18:54:00,model_A,1,860
1442,2016/06/07 17:54:00,model_B,1,496
1443,2016/04/18 11:52:00,model_A,2,1936
1444,2016/03/21 11:55:00,model_A,1,306
1445,2016/06/04 14:52:00,model_B,2,671
1446,2016/05/16 17:59:00,model_B,1,206
1447,2016/02/16 19:53:00,model_A,2,774
1448,2016/02/21 20:52:00,model_A,2,662
1449,2016/03/11 19:54:00,model_A,2,344
1450,2016/04/17 12:52:00,model_A,1,563
1451,2016/05/24 08:56:00,model_A,1,399
1452,2016/02/11 22:53:00,model_B,1,186
1453,2016/05/13 10:57:00,model_A,3,2240
1454,2016/02/10 09:52:00,model_A,2,428
1455,2016/01/31 15:53:00,model_A,5,996
1456,2016/04/04 06:53:00,model_A,3,714
1457,2016/01/22 00:53:00,model_B,1,814
1458,2016/02/10 16:53:00,model_B,1,1016
1459,2016/05/10 09:56:00,model_B,1,326
1460,2016/03/16 08:53:00,model_A,1,979
1461,2016/01/16 09:45:00,model_A,1,381
1462,2016/02/11 17:54:00,model_A,2,821
1463,2016/02/04 12:51:00,model_B,1,706
1464,2016/03/05 19:55:00,model_A,5,813
1465,2016/03/11 15:52:00,model_A,2,825
1466,2016/03/05 01:27:00,model_A,3,1157
1467,2016/04/23 03:48:00,model_B,1,627
1468,2016/04/11 09:54:00,model_A,2,828
1469,2016/05/04 19:51:00,model_A,1,600
1470,2016/02/18 08:52:00,model_A,1,1945
1471,2016/03/07 06:54:00,model_A,1,595
1472,2016/02/14 10:52:00,model_A,6,489
1473,2016/03/29 15:55:00,model_A,1,823
1474,2016/03/19 09:52:00,model_A,1,1015
1475,2016/02/21 00:54:00,model_B,2,357
1476,2016/06/08 00:55:00,model_B,2,253
1477,2016/05/02 12:08:00,model_A,2,689
1478,2016/05/21 07:55:00,model_B,1,749
1479,2016/04/20 13:54:00,model_A,1,808
1480,2016/02/16 15:07:00,model_A,3,202
1481,2016/03/24 09:43:00,model_A,2,735
1482,2016/03/25 07:53:00,model_B,1,555
1483,2016/05/24 18:54:00,model_B,1,1596
1484,2016/05/18 22:51:00,model_A,5,1435
1485,2016/03/11 18:55:00,model_A,1,386
1486,2016/01/24 18:52:00,model_A,2,577
1487,2016/04/08 09:56:00,model_A,1,467
1488,2016/02/10 07:54:00,model_B,1,493
1489,2016/01/23 00:56:00,model_A,3,166
1490,2016/01/16 17:51:00,model_A,1,539
1491,2016/04/06 17:52:00,model_B,1,839
1492,2016/03/20 03:55:00,model_B,3,637
1493,2016/03/20 02:55:00,model_A,2,175
1494,2016/06/06 16:51:00,model_A,3,429
1495,2016/05/30 05:52:00,model_B,1,254
1496,2016/02/29 07:52:00,model_A,1,975
1497,2016/04/21 17:54:00,model_A,1,827
1498,2016/03/11 19:54:00,model_B,1,246
1499,2016/04/23 23:56:00,model_B,2,285
1500,2016/04/11 08:54:00,model_B,1,678
1501,2016/05/30 01:35:00,model_A,1,732
1502,2016/06/04 21:55:00,model_B,1,656
1503,2016/04/09 15:52:00,model_A,1,1220
1504,2016/03/27 12:55:00,model_B,1,1515
1505,2016/01/17 06:53:00,model_B,1,433
1506,2016/02/24 15:13:00,model_B,1,946
1507,2016/06/12 20:56:00,model_B,1,1933
1508,2016/02/15 22:52:00,model_A,6,284
1509,2016/03/08 20:52:00,model_A,1,346
1510,2016/01/28 12:53:00,model_A,4,399
1511,2016/06/06 11:56:00,model_B,1,500
1512,2016/04/20 18:51:00,model_A,3,2459
1513,2016/06/01 11:55:00,model_B,4,1459
1514,2016/01/21 21:56:00,model_B,1,1012
1515,2016/05/22 14:53:00,model_B,1,673
1516,2016/05/29 11:54:00,model_A,1,84
1517,2016/03/17 17:55:00,model_A,1,1528
1518,2016/04/25 08:51:00,model_A,1,328
1519,2016/05/23 06:55:00,model_A,5,663
1520,2016/05/14 03:58:00,model_B,1,998
1521,2016/02/03 07:52:00,model_B,1,816
1522,2016/04/26 21:53:00,model_A,2,1008
1523,2016/04/23 11:55:00,model_A,3,315
1524,2016/02/21 22:51:00,model_B,1,156
1525,2016/05/11 10:51:00,model_A,1,526
1526,2016/02/29 16:51:00,model_A,1,486
1527,2016/02/21 20:55:00,model_A,1,897
1528,2016/02/23 13:53:00,model_A,5,550
1529,2016/06/15 17:53:00,model_B,1,769
1530,2016/06/07 07:56:00,model_A,2,451
1531,2016/05/22 19:51:00,model_B,1,947
1532,2016/04/06 18:54:00,model_A,1,457
1533,2016/03/19 09:53:00,model_B,1,263
1534,2016/05/15 20:55:00,model_A,1,1927
1535,2016/05/27 15:52:00,model_B,2,552
1536,2016/02/25 07:56:00,model_B,1,176
1537,2016/04/21 00:55:00,model_B,1,208
1538,2016/05/26 06:54:00,model_A,1,759
1539,2016/04/01 00:54:00,model_B,2,925
1540,2016/02/17 00:52:00,model_A,2,652
1541,2016/06/11 20:52:00,model_B,1,896
1542,2016/05/04 23:52:00,model_B,1,486
1543,2016/06/04 14:53:00,model_A,2,504
1544,2016/05/20 11:54:00,model_A,1,454
1545,2016/05/25 14:54:00,model_B,1,928
1546,2016/05/10 06:51:00,model_B,1,254
1547,2016/02/11 14:52:00,model_B,1,267
1548,2016/01/16 20:54:00,model_A,1,871
1549,2016/01/29 21:54:00,model_A,2,543
1550,2016/04/13 23:55:00,model_A,1,212
1551,2016/06/14 14:53:00,model_B,1,111
1552,2016/02/18 19:54:00,model_A,1,237
1553,2016/04/27 22:53:00,model_A,1,494
1554,2016/04/07 15:55:00,model_B,1,616
1555,2016/04/03 22:51:00,model_A,1,1662
1556,2016/06/02 23:52:00,model_A,1,771
1557,2016/03/15 16:56:00,model_B,2,564
1558,2016/05/06 13:01:00,model_B,1,627
1559,2016/03/05 06:37:00,model_A,1,1026
1560,2016/06/07 14:53:00,model_B,2,1271
1561,2016/04/10 04:34:00,model_A,1,600
1562,2016/03/27 03:54:00,model_A,1,1231
1563,2016/03/09 23:53:00,model_A,1,489
1564,2016/02/15 20:17:00,model_A,3,175
1565,2016/02/25 08:55:00,model_B,1,540
1566,2016/02/02 20:52:00,model_B,2,979
1567,2016/03/01 12:52:00,model_B,2,644
1568,2016/04/11 13:52:00,model_A,2,494
1569,2016/02/25 06:53:00,model_A,1,326
1570,2016/01/26 15:52:00,model_A,1,670
1571,2016/02/07 11:55:00,model_A,6,477
1572,2016/05/25 20:53:00,model_B,2,675
1573,2016/03/10 21:52:00,model_A,1,2156
1574,2016/05/17 18:54:00,model_A,1,561
1575,2016/05/31 21:53:00,model_A,1,450
1576,2016/05/25 21:53:00,model_A,2,383
1577,2016/06/10 06:55:00,model_A,5,1260
1578,2016/03/31 09:53:00,model_A,2,2861
1579,2016/04/09 18:54:00,model_A,1,578
1580,2016/03/10 09:41:00,model_B,1,474
1581,2016/04/28 19:55:00,model_B,2,243
1582,2016/06/06 11:54:00,model_A,1,452
1583,2016/05/13 09:56:00,model_A,2,781
1584,2016/01/22 19:56:00,model_A,2,471
1585,2016/02/08 23:53:00,model_A,1,445
1586,2016/03/18 19:56:00,model_A,2,494
1587,2016/02/06 20:51:00,model_B,1,835
1588,2016/06/02 12:52:00,model_A,2,990
1589,2016/02/19 16:52:00,model_A,1,334
1590,2016/05/16 13:56:00,model_B,1,2080
1591,2016/05/04 09:54:00,model_A,3,321
1592,2016/03/07 08:53:00,model_B,2,1326
1593,2016/04/26 13:53:00,model_A,1,979
1594,2016/06/08 00:52:00,model_A,1,326
1595,2016/04/07 23:42:00,model_B,1,949
1596,2016/03/10 23:56:00,model_A,2,1645
1597,2016/01/29 08:51:00,model_B,1,991
1598,2016/05/25 12:52:00,model_B,2,887
1599,2016/03/08 22:53:00,model_A,1,713
1600,2016/02/20 08:52:00,model_A,1,1741
1601,2016/02/04 19:52:00,model_B,1,405
1602,2016/05/19 21:55:00,model_B,2,660
1603,2016/03/23 17:55:00,model_B,1,321
1604,2016/05/07 07:55:00,model_B,1,675
1605,2016/05/27 11:54:00,model_A,1,681
1606,2016/03/13 10:55:00,model_B,1,241
1607,2016/01/31 13:55:00,model_A,1,1438
1608,2016/01/16 10:56:00,model_A,1,425
1609,2016/05/11 08:55:00,model_A,3,746
1610,2016/05/30 10:52:00,model_B,1,161
1611,2016/02/15 13:49:00,model_A,1,195
1612,2016/03/18 14:51:00,model_A,1,576
1613,2016/05/26 08:54:00,model_A,3,124
1614,2016/03/09 18:52:00,model_A,1,918
1615,2016/05/24 11:54:00,model_A,1,410
1616,2016/04/12 09:53:00,model_B,1,305
1617,2016/03/08 14:54:00,model_B,1,2318
1618,2016/04/03 05:46:00,model_B,1,1263
1619,2016/03/02 17:30:00,model_B,1,598
1620,2016/04/26 17:12:00,model_A,1,1214
1621,2016/03/20 23:55:00,model_A,1,302
1622,2016/02/15 19:02:00,model_B,1,365
1623,2016/03/27 18:55:00,model_A,1,1889
1624,2016/04/24 11:51:00,model_B,3,523
1625,2016/05/13 21:58:00,model_B,2,1393
1626,2016/04/02 00:54:00,model_B,2,1477
1627,2016/04/08 12:52:00,model_A,2,807
1628,2016/05/26 17:53:00,model_A,5,870
1629,2016/04/14 20:56:00,model_B,1,490
1630,2016/03/13 11:55:00,model_A,1,501
1631,2016/04/18 00:54:00,model_B,1,191
1632,2016/05/06 17:55:00,model_B,1,734
1633,2016/02/19 14:52:00,model_A,1,1939
1634,2016/01/24 18:53:00,model_A,1,661
1635,2016/03/18 12:54:00,model_B,1,437
1636,2016/04/03 11:21:00,model_B,1,491
1637,2016/04/11 17:54:00,model_B,2,589
1638,2016/04/24 21:55:00,model_B,1,985
1639,2016/03/28 07:53:00,model_A,6,198
1640,2016/03/13 13:55:00,model_B,2,371
1641,2016/02/15 15:52:00,model_B,1,201
1642,2016/03/26 03:29:00,model_B,1,275
1643,2016/03/18 13:55:00,model_B,1,2611
1644,2016/05/22 09:52:00,model_B,3,522
1645,2016/01/29 07:54:00,model_A,1,498
1646,2016/02/04 11:54:00,model_A,5,612
1647,2016/04/26 18:51:00,model_A,1,549
1648,2016/03/06 23:53:00,model_A,1,1014
1649,2016/04/11 14:54:00,model_A,5,1108
1650,2016/04/01 13:54:00,model_A,1,1237
1651,2016/05/24 22:53:00,model_A,1,576
1652,2016/04/03 02:46:00,model_A,6,1706
1653,2016/02/07 11:20:00,model_A,1,368
1654,2016/02/15 20:20:00,model_A,1,265
1655,2016/05/22 00:52:00,model_B,1,225
1656,2016/02/07 18:38:00,model_A,1,300
1657,2016/02/24 06:53:00,model_B,1,276
1658,2016/02/23 23:16:00,model_A,2,286
1659,2016/03/02 06:54:00,model_A,2,1226
1660,2016/01/27 08:56:00,model_B,1,1641
1661,2016/03/14 18:51:00,model_A,4,166
1662,2016/04/29 23:55:00,model_B,1,1017
1663,2016/03/06 15:55:00,model_B,1,619
1664,2016/06/03 15:55:00,model_A,1,628
1665,2016/03/05 02:39:00,model_A,5,549
1666,2016/04/21 07:53:00,model_B,4,886
1667,2016/01/27 10:54:00,model_A,1,570
1668,2016/06/10 02:51:00,model_B,3,1414
1669,2016/04/06 19:09:00,model_A,4,463
1670,2016/02/08 08:53:00,model_B,1,387
1671,2016/03/28 13:22:00,model_A,1,1056
1672,2016/05/17 14:59:00,model_B,1,783
1673,2016/05/22 21:53:00,model_A,1,562
1674,2016/02/24 15:24:00,model_A,1,509
1675,2016/06/10 07:54:00,model_B,1,440
1676,2016/02/24 23:16:00,model_A,5,858
1677,2016/03/08 12:53:00,model_B,1,578
1678,2016/04/04 21:54:00,model_B,1,201
1679,2016/02/13 01:55:00,model_A,1,584
1680,2016/05/09 09:53:00,model_A,1,626
1681,2016/05/05 12:54:00,model_B,2,2156
1682,2016/03/18 16:54:00,model_B,1,761
1683,2016/05/21 23:54:00,model_A,1,996
1684,2016/04/16 23:55:00,model_B,3,1084
1685,2016/04/07 13:54:00,model_B,1,189
1686,2016/02/11 20:54:00,model_A,3,122
1687,2016/05/24 08:53:00,model_A,1,472
1688,2016/04/08 22:51:00,model_A,1,1601
1689,2016/04/10 17:52:00,model_B,1,626
1690,2016/05/06 23:52:00,model_B,1,2152
1691,2016/02/21 09:52:00,model_A,6,864
1692,2016/05/16 07:57:00,model_A,6,1318
1693,2016/02/21 13:53:00,model_B,1,786
1694,2016/05/20 23:52:00,model_B,4,570
1695,2016/05/20 09:53:00,model_A,1,1582
1696,2016/02/29 08:51:00,model_B,1,1118
1697,2016/05/28 15:56:00,model_A,6,892
1698,2016/02/09 16:56:00,model_A,1,429
1699,2016/05/11 19:52:00,model_B,1,284
1700,2016/03/08 21:54:00,model_A,1,764
1701,2016/05/13 02:28:00,model_B,1,503
1702,2016/02/22 10:55:00,model_B,2,1177
1703,2016/03/04 09:53:00,model_B,1,1026
1704,2016/05/25 06:55:00,model_B,1,135
1705,2016/03/15 07:56:00,model_B,1,67
1706,2016/03/04 07:54:00,model_A,2,173
1707,2016/03/26 21:42:00,model_A,2,373
1708,2016/06/02 10:53:00,model_A,3,1591
1709,2016/06/12 07:56:00,model_A,2,426
1710,2016/06/05 04:54:00,model_B,4,1240
1711,2016/02/24 19:06:00,model_A,1,183
1712,2016/05/06 12:12:00,model_B,1,397
1713,2016/05/11 22:51:00,model_A,1,515
1714,2016/03/18 23:51:00,model_A,2,1312
1715,2016/04/12 21:53:00,model_B,1,284
1716,2016/06/14 19:54:00,model_A,1,814
1717,2016/04/28 07:56:00,model_A,3,1517
1718,2016/01/28 22:56:00,model_B,2,540
1719,2016/02/25 16:55:00,model_B,1,346
1720,2016/02/09 10:55:00,model_A,2,378
1721,2016/01/20 07:53:00,model_A,5,1104
1722,2016/01/16 10:55:00,model_B,2,689
1723,2016/04/07 12:56:00,model_A,3,1158
1724,2016/04/17 09:52:00,model_A,2,297
1725,2016/02/15 21:03:00,model_A,1,1082
1726,2016/04/26 21:51:00,model_A,2,428
1727,2016/05/22 17:55:00,model_B,1,280
1728,2016/04/17 12:53:00,model_B,3,273
1729,2016/05/04 07:51:00,model_A,1,1915
1730,2016/02/22 23:53:00,model_A,1,954
1731,2016/04/10 11:44:00,model_B,1,294
1732,2016/01/30 18:54:00,model_B,2,2108
1733,2016/04/09 09:52:00,model_A,5,207
1734,2016/03/10 17:52:00,model_A,6,413
1735,2016/01/30 17:55:00,model_A,2,502
1736,2016/02/09 14:53:00,model_B,3,823
1737,2016/03/29 22:52:00,model_B,1,649
1738,2016/04/26 21:23:00,model_B,1,692
1739,2016/04/18 16:53:00,model_A,1,544
1740,2016/05/05 17:56:00,model_A,2,61
1741,2016/03/30 08:55:00,model_B,1,1864
1742,2016/02/28 15:52:00,model_A,5,1379
1743,2016/02/08 14:54:00,model_A,6,443
1744,2016/02/20 02:53:00,model_A,4,970
1745,2016/02/22 15:53:00,model_B,1,558
1746,2016/04/01 19:56:00,model_B,2,254
1747,2016/02/24 06:49:00,model_A,1,482
1748,2016/05/07 12:53:00,model_A,1,209
1749,2016/06/06 16:53:00,model_B,1,1978
1750,2016/03/22 14:55:00,model_A,1,1096
1751,2016/05/16 12:56:00,model_B,2,829
1752,2016/03/28 15:20:00,model_B,1,472
1753,2016/03/18 20:54:00,model_B,1,533
